,aveaccuracy,computationtime,cancertype,kfolds,maxsinglefold,mean,method,minsinglefold,std,ntrees
235,0.862777777778,0.307614088058,leuk,3,0.88,0.862777777778,bagging,0.833333333333,0.0209201893153,5
236,0.917777777778,0.61571097374,leuk,3,1,0.917777777778,bagging,0.833333333333,0.0680595236938,10
237,0.890555555556,1.20337510109,leuk,3,0.958333333333,0.890555555556,bagging,0.833333333333,0.0515739909568,20
238,0.890555555556,3.43322491646,leuk,3,0.958333333333,0.890555555556,bagging,0.833333333333,0.0515739909568,60
239,0.890555555556,5.86377501488,leuk,3,0.958333333333,0.890555555556,bagging,0.833333333333,0.0515739909568,100
240,0.820512820513,0.285521030426,leuk,5,1,0.820512820513,bagging,0.6,0.157026947356,2
241,0.845128205128,0.664804935455,leuk,5,1,0.845128205128,bagging,0.692307692308,0.100303287618,5
242,0.845128205128,1.26623511314,leuk,5,0.933333333333,0.845128205128,bagging,0.692307692308,0.0910108330317,10
243,0.845128205128,2.62131094933,leuk,5,0.933333333333,0.845128205128,bagging,0.692307692308,0.0910108330317,20
244,0.858461538462,7.74705004692,leuk,5,1,0.858461538462,bagging,0.692307692308,0.106518634954,60
245,0.858461538462,13.3185949326,leuk,5,0.933333333333,0.858461538462,bagging,0.692307692308,0.0978184124518,100
246,0.876876876877,0.0562119483948,leuk,2,0.888888888889,0.876876876877,dtree,0.864864864865,0,1
